result,table,_start,_stop,_time,_measurement,session_id,source,register,value,layer
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:32:54.719838+00:00,forced_writes,4f1c7684,modbus_write,200,3000.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:32:55.725404+00:00,forced_writes,4f1c7684,modbus_write,201,0.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:33:07.728789+00:00,forced_writes,4f1c7684,modbus_write,200,1200.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:33:07.733631+00:00,forced_writes,4f1c7684,modbus_write,201,500.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:24.832111+00:00,forced_writes,4f1c7684,modbus_write,100,133.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:29.835911+00:00,forced_writes,4f1c7684,modbus_write,100,135.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:34.840961+00:00,forced_writes,4f1c7684,modbus_write,100,137.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:39.845739+00:00,forced_writes,4f1c7684,modbus_write,100,139.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:44.850458+00:00,forced_writes,4f1c7684,modbus_write,100,141.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:49.855202+00:00,forced_writes,4f1c7684,modbus_write,100,143.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:54.860300+00:00,forced_writes,4f1c7684,modbus_write,100,145.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:59.865118+00:00,forced_writes,4f1c7684,modbus_write,100,147.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:47:10.970281+00:00,forced_writes,4f1c7684,modbus_write,200,2400.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:47:11.974542+00:00,forced_writes,4f1c7684,modbus_write,201,0.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:47:17.979320+00:00,forced_writes,4f1c7684,modbus_write,200,1200.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:47:17.984330+00:00,forced_writes,4f1c7684,modbus_write,201,500.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:07:08.473846+00:00,forced_writes,4f1c7684,modbus_write,100,345.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:34:40.894389+00:00,forced_writes,4f1c7684,modbus_write,100,350.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:34:45.898459+00:00,forced_writes,4f1c7684,modbus_write,100,355.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:34:50.903168+00:00,forced_writes,4f1c7684,modbus_write,100,360.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:34:55.907851+00:00,forced_writes,4f1c7684,modbus_write,100,365.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:00.913015+00:00,forced_writes,4f1c7684,modbus_write,100,370.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:05.917929+00:00,forced_writes,4f1c7684,modbus_write,100,375.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:10.922879+00:00,forced_writes,4f1c7684,modbus_write,100,380.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:15.926889+00:00,forced_writes,4f1c7684,modbus_write,100,385.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:20.932319+00:00,forced_writes,4f1c7684,modbus_write,100,390.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:25.937477+00:00,forced_writes,4f1c7684,modbus_write,100,395.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:43:16.056953+00:00,forced_writes,4f1c7684,modbus_write,200,3200.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:43:17.061106+00:00,forced_writes,4f1c7684,modbus_write,201,200.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:43:25.066503+00:00,forced_writes,4f1c7684,modbus_write,200,1200.0,
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:43:25.071265+00:00,forced_writes,4f1c7684,modbus_write,201,500.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:01.175968+00:00,forced_writes,693acebb,modbus_write,200,1200.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:11.686063+00:00,forced_writes,693acebb,modbus_write,100,350.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:32.220113+00:00,forced_writes,693acebb,modbus_write,100,125.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:33.233972+00:00,forced_writes,693acebb,modbus_write,100,130.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:34.250837+00:00,forced_writes,693acebb,modbus_write,100,135.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:35.267713+00:00,forced_writes,693acebb,modbus_write,100,140.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:36.284775+00:00,forced_writes,693acebb,modbus_write,100,145.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:37.301987+00:00,forced_writes,693acebb,modbus_write,100,150.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:38.318850+00:00,forced_writes,693acebb,modbus_write,100,155.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:39.335968+00:00,forced_writes,693acebb,modbus_write,100,160.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:40.351526+00:00,forced_writes,693acebb,modbus_write,100,165.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:41.368451+00:00,forced_writes,693acebb,modbus_write,100,170.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:42.385128+00:00,forced_writes,693acebb,modbus_write,100,175.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:43.401443+00:00,forced_writes,693acebb,modbus_write,100,180.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:44.419762+00:00,forced_writes,693acebb,modbus_write,100,185.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:45.436567+00:00,forced_writes,693acebb,modbus_write,100,190.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:46.453729+00:00,forced_writes,693acebb,modbus_write,100,195.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:10.577320+00:00,forced_writes,693acebb,modbus_write,200,3000.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:12.585785+00:00,forced_writes,693acebb,modbus_write,202,0.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:20.580411+00:00,forced_writes,693acebb,modbus_write,100,198.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:25.584921+00:00,forced_writes,693acebb,modbus_write,100,201.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:30.588422+00:00,forced_writes,693acebb,modbus_write,100,204.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:35.591976+00:00,forced_writes,693acebb,modbus_write,100,207.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:40.595074+00:00,forced_writes,693acebb,modbus_write,100,210.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:45.599880+00:00,forced_writes,693acebb,modbus_write,100,213.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:50.604745+00:00,forced_writes,693acebb,modbus_write,100,216.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:55.608271+00:00,forced_writes,693acebb,modbus_write,100,219.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:17:00.613570+00:00,forced_writes,693acebb,modbus_write,100,222.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:17:05.618771+00:00,forced_writes,693acebb,modbus_write,100,225.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:31:48.717787+00:00,forced_writes,693acebb,modbus_write,100,420.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:44:03.296340+00:00,forced_writes,693acebb,modbus_write,200,3200.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:44:04.300817+00:00,forced_writes,693acebb,modbus_write,201,50.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:44:09.306142+00:00,forced_writes,693acebb,modbus_write,200,1200.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:44:09.311110+00:00,forced_writes,693acebb,modbus_write,201,500.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:51:05.421536+00:00,forced_writes,693acebb,modbus_write,100,375.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:56:58.865480+00:00,forced_writes,693acebb,modbus_write,100,345.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:03:50.976479+00:00,forced_writes,693acebb,modbus_write,100,348.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:03:56.980458+00:00,forced_writes,693acebb,modbus_write,100,351.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:02.985523+00:00,forced_writes,693acebb,modbus_write,100,354.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:08.989101+00:00,forced_writes,693acebb,modbus_write,100,357.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:14.994298+00:00,forced_writes,693acebb,modbus_write,100,360.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:20.999387+00:00,forced_writes,693acebb,modbus_write,100,363.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:27.003133+00:00,forced_writes,693acebb,modbus_write,100,366.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:33.006827+00:00,forced_writes,693acebb,modbus_write,100,369.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:39.012210+00:00,forced_writes,693acebb,modbus_write,100,372.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:45.015597+00:00,forced_writes,693acebb,modbus_write,100,375.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:51.020795+00:00,forced_writes,693acebb,modbus_write,100,378.0,
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:57.024974+00:00,forced_writes,693acebb,modbus_write,100,381.0,
