result,table,_start,_stop,_time,_measurement,attack_type,session_id,status
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:46.370274+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:09:06.555271+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:11:20.012434+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:13:33.488715+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:17:27.808489+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:19:41.396680+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:21:54.749709+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:32:13.264769+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:34:26.825390+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:36:40.173284+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:39:10.574805+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:41:24.406160+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:51:28.170517+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:53:42.241718+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:55:56.238884+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:58:10.151179+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:00:24.258333+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:02:38.237643+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:05:25.761215+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:07:39.969274+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:09:53.911034+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:12:41.474177+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:14:55.682409+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:17:09.862828+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:19:40.532888+00:00,attack_status,REPLAY,e07fec3b,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:33:04.391828+00:00,attack_status,REPLAY,f48278d9,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:54:01.806300+00:00,attack_status,REPLAY,f48278d9,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:01:35.567558+00:00,attack_status,REPLAY,f48278d9,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:07:45.170112+00:00,attack_status,REPLAY,f48278d9,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:09:59.278192+00:00,attack_status,REPLAY,f48278d9,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:12:13.190934+00:00,attack_status,REPLAY,f48278d9,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:14:43.967198+00:00,attack_status,REPLAY,f48278d9,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:16:58.149313+00:00,attack_status,REPLAY,f48278d9,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:20:36.444243+00:00,attack_status,REPLAY,f48278d9,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:28:10.126477+00:00,attack_status,REPLAY,f48278d9,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:28.129017+00:00,attack_status,REPLAY,f48278d9,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:37:42.556734+00:00,attack_status,REPLAY,f48278d9,DETECTED
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:39:57.381333+00:00,attack_status,REPLAY,f48278d9,DETECTED
