timestamp,phase,phase_name,status,detail
2026-07-24T21:34:11.268311Z,1,phase1_recon,started,Validation chain
2026-07-24T21:34:20.492428Z,1,phase1_recon,completed,
2026-07-24T21:34:30.492545Z,2,phase2_info_gathering,started,Validation chain
2026-07-24T21:34:50.852677Z,2,phase2_info_gathering,completed,
2026-07-24T21:35:00.852802Z,3,phase3_vuln_scan,started,Validation chain
2026-07-24T21:35:35.426282Z,3,phase3_vuln_scan,completed,
2026-07-24T21:35:45.426402Z,4,phase4_exploit,started,Validation chain
2026-07-24T21:35:45.946008Z,4,phase4_exploit,completed,
2026-07-24T21:35:55.946126Z,5,phase5_payload,started,Validation chain
2026-07-24T21:36:21.723089Z,5,phase5_payload,completed,
2026-07-24T21:36:31.723227Z,6,phase6_lateral_movement,started,Validation chain
2026-07-24T21:36:34.621743Z,6,phase6_lateral_movement,completed,
2026-07-24T21:36:44.621869Z,7,phase7_privesc,started,Validation chain
2026-07-24T21:36:47.249727Z,7,phase7_privesc,completed,
2026-07-24T21:36:57.249848Z,8,phase8_replay,started,Validation chain
2026-07-24T21:36:58.951451Z,8,phase8_replay,completed,
2026-07-24T21:37:08.951686Z,8,phase8_replay,started,Validation extra 1/2 — Replay 130.0 PSI × 275 frames @ 0.08s
2026-07-24T21:37:31.478278Z,8,phase8_replay,completed,
2026-07-24T21:38:01.478407Z,8,phase8_replay,started,Validation extra 2/2 — Replay 128.0 PSI × 175 frames @ 0.2s
2026-07-24T21:38:37.043108Z,8,phase8_replay,completed,
2026-07-24T21:47:07.043410Z,5,phase5_payload,started,"Validation Standalone — +3 PSI every 5 s, 10 steps"
2026-07-24T21:47:57.196824Z,5,phase5_payload,completed,
2026-07-24T22:02:29.197372Z,5,phase5_payload,started,Test Solo — Drift +2 PSI every 6s × 12
2026-07-24T22:03:41.353985Z,5,phase5_payload,completed,
2026-07-24T22:10:40.354223Z,7,phase7_privesc,started,Test Solo — Actuator RPM=2800 Valve=100 hold=6s
2026-07-24T22:10:47.472876Z,7,phase7_privesc,completed,
2026-07-24T22:19:18.473139Z,7,phase7_privesc,started,Test Solo — Actuator RPM=2800 Valve=100 hold=8s
2026-07-24T22:19:27.582260Z,7,phase7_privesc,completed,
2026-07-24T22:26:29.582539Z,8,phase8_replay,started,Test Solo — Replay 110.0 PSI × 275 frames @ 0.15s
2026-07-24T22:27:11.801194Z,8,phase8_replay,completed,
2026-07-24T22:33:54.801502Z,7,phase7_privesc,started,Test Solo — Actuator RPM=2400 Valve=50 hold=12s
2026-07-24T22:34:07.919308Z,7,phase7_privesc,completed,
2026-07-24T22:41:41.919591Z,7,phase7_privesc,started,Test Solo — Actuator RPM=2600 Valve=50 hold=18s
2026-07-24T22:42:01.030277Z,7,phase7_privesc,completed,
2026-07-24T22:48:22.031175Z,5,phase5_payload,started,Test Solo — Drift +2 PSI every 5s × 8
2026-07-24T22:49:02.175154Z,5,phase5_payload,completed,
2026-07-24T22:56:19.175469Z,5,phase5_payload,started,Test Solo — Drift +4 PSI every 6s × 12
2026-07-24T22:57:31.338203Z,5,phase5_payload,completed,
2026-07-24T23:05:39.338764Z,5,phase5_payload,started,Test Solo — Drift +2 PSI every 6s × 10
2026-07-24T23:06:39.486036Z,5,phase5_payload,completed,
