result,table,_start,_stop,_time,_measurement,sensor,session_id,anomaly_score,if_score,is_anomaly,lstm_error,kill_chain_stage,mitre_tactic,mitre_technique_id,mitre_technique_name,protocol,purdue_level
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:39:40.448749+00:00,security_metrics,ml_engine,4bc7d549,0.39158952215671805,0.39158952215671805,0,0.02282223291695118,,,,,,
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:39:55.571752+00:00,security_metrics,ml_engine,4bc7d549,0.32049392912608143,0.32049392912608143,0,0.022639760747551918,,,,,,
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:40:10.693209+00:00,security_metrics,ml_engine,4bc7d549,0.3826303003799679,0.3826303003799679,0,0.022869396954774857,,,,,,
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:40:25.864336+00:00,security_metrics,ml_engine,4bc7d549,0.3717764519100799,0.3717764519100799,0,0.023087115958333015,,,,,,
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:40:41.037249+00:00,security_metrics,ml_engine,4bc7d549,0.3419233843193164,0.3419233843193164,0,0.02291455678641796,,,,,,
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:40:56.207408+00:00,security_metrics,ml_engine,4bc7d549,0.3299714089583517,0.3299714089583517,0,0.02289043739438057,,,,,,
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:41:11.382547+00:00,security_metrics,ml_engine,4bc7d549,0.32881631341727097,0.32881631341727097,0,0.022823991253972054,,,,,,
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:41:26.567272+00:00,security_metrics,ml_engine,4bc7d549,0.3353718366170309,0.3353718366170309,0,0.022864658385515213,,,,,,
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:41:41.746637+00:00,security_metrics,ml_engine,4bc7d549,0.4035502039330493,0.4035502039330493,0,0.022909821942448616,,,,,,
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:41:56.924193+00:00,security_metrics,ml_engine,4bc7d549,0.4147823426787242,0.4147823426787242,0,0.023149728775024414,,,,,,
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:42:12.109551+00:00,security_metrics,ml_engine,4bc7d549,0.3443145943347053,0.3443145943347053,0,0.023180119693279266,,,,,,
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:42:27.291342+00:00,security_metrics,ml_engine,4bc7d549,0.4203857168853408,0.4203857168853408,0,0.023486850783228874,,,,,,
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 21:42:42.476472+00:00,security_metrics,ml_engine,4bc7d549,0.3861313108279746,0.3861313108279746,0,0.022878894582390785,,,,,,
