result,table,_start,_stop,_time,_measurement,attack_type,session_id,status
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:25.766028+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:46:33.576426+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:48:41.946613+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:50:50.483158+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:56:29.491869+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:58:38.896921+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:00:48.502434+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:19:54.092228+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:22:05.776500+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:24:17.612179+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:26:29.698402+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:36:44.612746+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:38:57.948077+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:41:11.239364+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:43:24.678655+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:59:00.208361+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:01:13.563515+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:03:26.852221+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:07:20.580691+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:22:57.352189+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:52:16.191534+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:23:47.435748+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:32:09.676604+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:34:23.404663+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:36:37.203989+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:38:50.793217+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:47:46.469452+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:50:00.052865+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:52:13.791293+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:54:27.410604+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 02:09:32.484767+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 02:35:13.215464+00:00,attack_status,REPLAY,4bc7d549,DETECTED
