result,table,_start,_stop,_time,_measurement,session_id,source,register,value,layer
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:35.054383+00:00,forced_writes,f0621668,modbus_write,200,1200.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:45.571345+00:00,forced_writes,f0621668,modbus_write,100,350.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:06.127343+00:00,forced_writes,f0621668,modbus_write,100,125.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:07.141813+00:00,forced_writes,f0621668,modbus_write,100,130.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:08.158972+00:00,forced_writes,f0621668,modbus_write,100,135.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:09.176396+00:00,forced_writes,f0621668,modbus_write,100,140.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:10.192881+00:00,forced_writes,f0621668,modbus_write,100,145.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:11.210071+00:00,forced_writes,f0621668,modbus_write,100,150.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:12.226791+00:00,forced_writes,f0621668,modbus_write,100,155.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:13.241941+00:00,forced_writes,f0621668,modbus_write,100,160.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:14.257542+00:00,forced_writes,f0621668,modbus_write,100,165.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:15.274868+00:00,forced_writes,f0621668,modbus_write,100,170.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:16.291063+00:00,forced_writes,f0621668,modbus_write,100,175.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:17.307710+00:00,forced_writes,f0621668,modbus_write,100,180.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:18.325167+00:00,forced_writes,f0621668,modbus_write,100,185.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:19.342516+00:00,forced_writes,f0621668,modbus_write,100,190.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:20.358961+00:00,forced_writes,f0621668,modbus_write,100,195.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:44.776105+00:00,forced_writes,f0621668,modbus_write,200,3000.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:46.784903+00:00,forced_writes,f0621668,modbus_write,202,0.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:47:07.142205+00:00,forced_writes,f0621668,modbus_write,100,198.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:47:12.146181+00:00,forced_writes,f0621668,modbus_write,100,201.0,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:47:17.149713+00:00,forced_writes,f0621668,modbus_write,100,204.0,
