result,table,_start,_stop,_time,_measurement,fc_type,session_id,src_ip,func_code,register,value
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:50.822751+00:00,modbus_events,read,f0621668,attacker,3,200,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:35.053087+00:00,modbus_events,read,f0621668,attacker,3,200,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:44.778240+00:00,modbus_events,read,f0621668,attacker,3,200,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:46.786803+00:00,modbus_events,read,f0621668,attacker,3,202,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:10:40.451301+00:00,modbus_events,read,f0621668,attacker,3,200,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:10:41.456107+00:00,modbus_events,read,f0621668,attacker,3,201,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:10:47.459463+00:00,modbus_events,read,f0621668,attacker,3,200,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:10:47.462376+00:00,modbus_events,read,f0621668,attacker,3,201,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:19:18.559688+00:00,modbus_events,read,f0621668,attacker,3,200,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:19:19.563583+00:00,modbus_events,read,f0621668,attacker,3,201,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:19:27.568757+00:00,modbus_events,read,f0621668,attacker,3,200,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:19:27.572081+00:00,modbus_events,read,f0621668,attacker,3,201,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:33:54.894885+00:00,modbus_events,read,f0621668,attacker,3,200,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:33:55.899939+00:00,modbus_events,read,f0621668,attacker,3,201,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:34:07.905997+00:00,modbus_events,read,f0621668,attacker,3,200,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:34:07.908992+00:00,modbus_events,read,f0621668,attacker,3,201,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:41:42.006534+00:00,modbus_events,read,f0621668,attacker,3,200,0.0
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:41:43.012144+00:00,modbus_events,read,f0621668,attacker,3,201,0.0
