result,table,_start,_stop,_time,_measurement,sensor,session_id,anomaly_score,if_score,is_anomaly,lstm_error,kill_chain_stage,mitre_tactic,mitre_technique_id,mitre_technique_name,protocol,purdue_level
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:31:08.459439+00:00,security_metrics,ml_engine,a12aafb3,0.325215442527069,0.325215442527069,0,0.01943955011665821,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:31:23.579428+00:00,security_metrics,ml_engine,a12aafb3,0.38933586397781317,0.38933586397781317,0,0.019555043429136276,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:31:38.707461+00:00,security_metrics,ml_engine,a12aafb3,0.341274273401958,0.341274273401958,0,0.019682886078953743,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:31:53.869642+00:00,security_metrics,ml_engine,a12aafb3,0.406101826560573,0.406101826560573,0,0.01954939030110836,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:32:09.035911+00:00,security_metrics,ml_engine,a12aafb3,0.36357785993477176,0.36357785993477176,0,0.01973484829068184,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:32:24.200420+00:00,security_metrics,ml_engine,a12aafb3,0.3634151099913579,0.3634151099913579,0,0.019558707252144814,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:32:39.368274+00:00,security_metrics,ml_engine,a12aafb3,0.3777775342232511,0.3777775342232511,0,0.019391585141420364,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:32:54.538438+00:00,security_metrics,ml_engine,a12aafb3,0.33438886682175506,0.33438886682175506,0,0.01958465203642845,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:33:09.722226+00:00,security_metrics,ml_engine,a12aafb3,0.34723795341153246,0.34723795341153246,0,0.019449807703495026,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:33:24.899935+00:00,security_metrics,ml_engine,a12aafb3,0.3343923979179914,0.3343923979179914,0,0.019472777843475342,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:33:40.088585+00:00,security_metrics,ml_engine,a12aafb3,0.3694625457514414,0.3694625457514414,0,0.019495991989970207,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:33:55.274892+00:00,security_metrics,ml_engine,a12aafb3,0.33473012000926217,0.33473012000926217,0,0.019312340766191483,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:34:10.478887+00:00,security_metrics,ml_engine,a12aafb3,0.3362844841655806,0.3362844841655806,0,0.019406992942094803,,,,,,
_result,0,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 20:34:25.670625+00:00,security_metrics,ml_engine,a12aafb3,0.3815873788208964,0.3815873788208964,0,0.019448745995759964,,,,,,
